,affiliate_channel,affiliate_provider,age,country_destination,date_account_created,date_first_booking,first_affiliate_tracked,first_browser,first_device_type,gender,id,language,signup_app,signup_flow,signup_method,timestamp_first_active,date_first_active,secs_elapsed
49996,sem-non-brand,google,41.0,US,2014-04-12,2014-04-13,omg,IE,Windows Desktop,FEMALE,k8b9wfnfph,en,Web,0,basic,20140412032228,2014-04-12,7605379.0
49998,direct,direct,34.0,US,2014-06-02,2014-06-19,linked,Firefox,Windows Desktop,,k8bl2neikd,en,Web,0,basic,20140602183922,2014-06-02,366340.0
50007,direct,direct,49.0,US,2014-04-18,2014-04-18,untracked,Mobile Safari,iPhone,,k8j25r5ja5,it,Moweb,24,basic,20140418201855,2014-04-18,1833130.0
50008,sem-brand,google,31.0,US,2014-06-30,2014-07-01,omg,Safari,Mac Desktop,FEMALE,k8jdauagpw,en,Web,0,basic,20140630032949,2014-06-30,4145856.0
50010,direct,direct,44.0,other,2014-06-20,2014-06-20,linked,Safari,Mac Desktop,MALE,k8l7woazmy,en,Web,0,facebook,20140620050407,2014-06-20,424099.0
50018,direct,direct,27.0,US,2014-02-11,2014-03-04,untracked,Chrome,Mac Desktop,MALE,k8qh9qr0eg,en,Web,0,basic,20140211183648,2014-02-11,1474007.0
50021,direct,direct,55.0,CA,2014-06-18,2014-06-24,linked,Safari,Mac Desktop,FEMALE,k8r50gmj0u,en,Web,0,basic,20140618211928,2014-06-18,9941588.0
50023,sem-brand,google,50.0,US,2014-06-20,2014-06-20,omg,Firefox,Mac Desktop,,k8sbdwbvib,en,Web,0,basic,20140620005718,2014-06-20,270013.0
50024,direct,direct,39.0,US,2014-01-30,2014-02-06,untracked,Safari,Mac Desktop,FEMALE,k8ss7jsfya,en,Web,0,basic,20140130005048,2014-01-30,131671.0
50029,direct,direct,34.0,US,2014-05-18,2015-04-03,linked,Safari,Mac Desktop,FEMALE,k8v2qykcrm,en,Web,0,basic,20140518171427,2014-05-18,1601255.0
50031,direct,direct,54.0,US,2014-04-28,2014-04-30,untracked,Safari,Mac Desktop,MALE,k8wmr8tkvy,en,Web,0,basic,20140428231333,2014-04-28,12402809.0
50033,direct,direct,42.0,US,2014-02-12,2014-02-14,untracked,Chrome,Windows Desktop,MALE,k8xqf4w6dy,en,Web,0,facebook,20140212180617,2014-02-12,5900787.0
50040,direct,direct,32.0,US,2014-01-03,2014-01-03,untracked,Chrome Mobile,iPad,MALE,k91zoqi7o2,en,Web,0,basic,20140103042018,2014-01-03,2858507.0
50041,direct,direct,31.0,US,2014-04-13,2014-04-14,untracked,-unknown-,iPhone,,k93ptff1d4,en,iOS,25,basic,20140413023159,2014-04-13,3131946.0
50043,direct,direct,27.0,US,2014-04-27,2014-05-03,linked,Chrome Mobile,Android Phone,FEMALE,k93ra5oyh3,en,Moweb,24,basic,20140427055411,2014-04-27,1933408.0
50050,direct,direct,44.0,US,2014-01-24,2014-01-28,omg,Firefox,Windows Desktop,FEMALE,k96ovkrkca,en,Web,0,basic,20140124180254,2014-01-24,585480.0
50051,seo,google,26.0,other,2014-01-06,2014-08-06,linked,Chrome,Mac Desktop,FEMALE,k97dt0ofoq,en,Web,0,basic,20140106231214,2014-01-06,245554.0
50053,direct,direct,24.0,US,2014-03-06,2014-03-07,untracked,Chrome,Windows Desktop,FEMALE,k97x471mhz,en,Moweb,24,basic,20140306035053,2014-03-06,3432255.0
50054,direct,direct,35.0,GB,2014-02-20,2014-05-02,untracked,Chrome,Mac Desktop,MALE,k98e2uk7xk,en,Web,0,basic,20140220214925,2014-02-20,2855357.0
50058,direct,direct,39.0,US,2014-02-26,2014-03-17,untracked,IE,Windows Desktop,FEMALE,k9clrlvmf5,en,Web,0,facebook,20140226173944,2014-02-26,49879.0
50059,direct,direct,36.0,US,2014-03-06,2014-03-08,untracked,Chrome,Windows Desktop,MALE,k9dxn493he,en,Web,0,basic,20140306172812,2014-03-06,1134704.0
50060,direct,direct,33.0,IT,2014-06-20,2014-06-25,linked,Firefox,Windows Desktop,FEMALE,k9e3ur3uhz,en,Web,0,basic,20140620204016,2014-06-20,2948495.0
50062,direct,direct,33.0,US,2014-06-19,2014-08-10,omg,Safari,Mac Desktop,MALE,k9evrtdz2e,en,Web,0,facebook,20140619220132,2014-06-19,557102.0
50064,direct,direct,27.0,ES,2014-01-10,2014-02-01,linked,IE,Windows Desktop,FEMALE,k9faz71kgy,en,Web,0,facebook,20140110000252,2014-01-10,141380.0
50067,direct,direct,40.0,US,2014-04-30,2014-05-05,untracked,-unknown-,Android Phone,MALE,k9gwojavl8,en,Android,23,basic,20140430195039,2014-04-30,1478981.0
50068,direct,direct,30.0,US,2014-01-22,2014-07-30,untracked,Chrome,Windows Desktop,,k9hw0zomzv,en,Web,0,basic,20140122221615,2014-01-22,345333.0
50069,sem-brand,google,26.0,US,2014-04-19,2014-10-02,omg,Safari,Mac Desktop,MALE,k9i4ssat1h,en,Web,0,basic,20140419224041,2014-04-19,3161727.0
50070,seo,google,29.0,US,2014-04-02,2014-04-02,linked,Chrome,Windows Desktop,MALE,k9lj56xy5e,en,Web,0,basic,20140402015541,2014-04-02,9848109.0
50075,direct,direct,28.0,US,2014-05-24,2014-06-08,untracked,IE,Windows Desktop,FEMALE,k9nny9do9o,en,Web,0,basic,20140524155410,2014-05-24,5307173.0
50081,direct,direct,36.0,US,2014-06-10,2014-06-10,untracked,-unknown-,Android Phone,MALE,k9ra7fk55w,en,Android,23,facebook,20140610171932,2014-06-10,1495508.0
50082,direct,direct,22.0,FR,2014-02-17,2014-02-19,linked,Chrome,Mac Desktop,FEMALE,k9sxkpyyzk,en,Web,0,basic,20140217211413,2014-02-17,2223049.0
50083,seo,google,30.0,US,2014-01-17,2014-01-17,omg,Chrome,Mac Desktop,MALE,k9th7bjj8p,en,Web,0,basic,20140117015243,2014-01-17,1205447.0
50085,sem-brand,google,49.0,NL,2014-06-24,2014-07-02,omg,Chrome,Mac Desktop,FEMALE,k9u0ibbju4,en,Web,0,basic,20140624001727,2014-06-24,2509343.0
50086,direct,direct,29.0,US,2014-05-05,2014-05-05,untracked,Chrome,Windows Desktop,MALE,k9uc21v3c2,en,Web,0,facebook,20140505011559,2014-05-05,1361668.0
50087,seo,google,30.0,US,2014-03-05,2014-03-06,linked,Chrome,Mac Desktop,FEMALE,k9uhbup1wi,en,Web,0,basic,20140305045103,2014-03-05,1167171.0
50092,direct,direct,26.0,US,2014-06-25,2014-06-26,untracked,Firefox,Mac Desktop,FEMALE,k9wabh4lfx,en,Web,0,basic,20140625143820,2014-06-25,1823050.0
50093,sem-brand,google,31.0,US,2014-01-16,2014-01-18,untracked,Chrome,Mac Desktop,,k9wleeov3k,en,Web,0,basic,20140116234638,2014-01-16,6210302.0
50097,sem-brand,google,24.0,US,2014-06-24,2014-06-24,untracked,Chrome,Windows Desktop,MALE,k9zmly1yv6,en,Web,0,facebook,20140624182601,2014-06-24,800630.0
50104,sem-brand,google,66.0,GB,2014-02-21,2014-04-16,omg,Chrome,Windows Desktop,MALE,ka2nfdmn53,en,Web,0,basic,20140221024737,2014-02-21,950858.0
50105,sem-brand,google,38.0,US,2014-04-28,2014-04-29,omg,Safari,Mac Desktop,FEMALE,ka2tnjxf8q,en,Web,0,basic,20140428060536,2014-04-28,799651.0
50107,direct,direct,25.0,US,2014-06-23,2014-06-26,untracked,Firefox,Windows Desktop,FEMALE,ka3car61fq,en,Web,0,basic,20140623233453,2014-06-23,256518.0
50112,direct,direct,28.0,US,2014-04-26,2014-04-26,untracked,Safari,Mac Desktop,MALE,ka5ba1ovm4,en,Web,0,facebook,20140426012544,2014-04-26,1843226.0
50114,other,other,29.0,US,2014-05-17,2014-05-18,linked,Safari,Mac Desktop,FEMALE,ka6vya8uc1,en,Web,0,basic,20140517150906,2014-05-17,4790895.0
50115,direct,direct,38.0,US,2014-02-27,2014-03-17,untracked,Chrome,Windows Desktop,FEMALE,ka7nqa7k7j,en,Web,0,basic,20140227180016,2014-02-27,2344821.0
50117,content,google,26.0,US,2014-06-12,2014-08-03,omg,Mobile Safari,iPad,FEMALE,ka97wxi0cq,en,Web,0,basic,20140612140911,2014-06-12,726655.0
50118,sem-brand,bing,46.0,US,2014-06-13,2014-06-16,omg,Mobile Safari,iPhone,FEMALE,ka9r17u20r,en,iOS,25,facebook,20140613204911,2014-06-13,245067.0
50123,direct,direct,29.0,US,2014-05-16,2014-12-11,untracked,-unknown-,iPhone,FEMALE,kacero8hqa,en,iOS,25,basic,20140516025641,2014-05-16,778285.0
50124,sem-brand,google,39.0,US,2014-05-05,2014-05-05,omg,Safari,Mac Desktop,,kadbm9lz6c,en,Web,0,basic,20140505040648,2014-05-05,2850477.0
50138,sem-brand,google,29.0,US,2014-06-04,2014-06-04,linked,Mobile Safari,iPhone,MALE,kamuo9503s,en,Web,0,basic,20140604045835,2014-06-04,453228.0
50141,direct,direct,26.0,US,2014-02-18,2014-12-13,untracked,Chrome,Mac Desktop,FEMALE,kanp0yzxi9,en,Web,0,basic,20140218065811,2014-02-18,178536.0
50150,seo,google,62.0,US,2014-03-26,2014-04-24,linked,Chrome,Windows Desktop,MALE,katac9jegr,en,Web,0,basic,20140326195118,2014-03-26,2262493.0
50154,direct,direct,24.0,US,2014-03-20,2014-03-24,linked,Safari,Mac Desktop,FEMALE,kauo6n0hz2,en,Web,0,facebook,20140320193510,2014-03-20,2753173.0
50158,api,other,42.0,US,2014-01-01,2014-07-24,untracked,-unknown-,Other/Unknown,MALE,kawgkf68d0,en,Android,12,basic,20140101224012,2014-01-01,665130.0
50162,sem-brand,google,20.0,ES,2014-05-16,2014-05-16,omg,Chrome,Mac Desktop,FEMALE,kaxubmdr2i,en,Web,0,facebook,20140516033519,2014-05-16,755209.0
50165,direct,direct,51.0,US,2014-05-03,2014-05-03,untracked,-unknown-,iPhone,FEMALE,kb0dml5ht3,en,iOS,25,facebook,20140503012702,2014-05-03,4600270.0
50166,direct,direct,30.0,US,2014-04-11,2014-06-21,untracked,Chrome,Windows Desktop,MALE,kb0x4xp10e,en,Web,0,basic,20140411192726,2014-04-11,6968365.0
50167,direct,direct,42.0,US,2014-06-24,2015-05-12,untracked,Chrome,Windows Desktop,MALE,kb1ja3xxln,ko,Web,0,basic,20140624060406,2014-06-24,1774376.0
50170,direct,direct,34.0,other,2014-02-01,2014-02-12,untracked,Firefox,Mac Desktop,,kb42wn4a21,en,Web,0,basic,20140201194138,2014-02-01,252407.0
50174,direct,direct,26.0,US,2014-03-19,2014-03-31,untracked,Safari,Mac Desktop,,kb7hjbogy6,en,Web,0,basic,20140319090550,2014-03-19,1848768.0
50176,direct,direct,27.0,US,2014-02-05,2014-11-19,linked,Chrome,Mac Desktop,,kb9fuhdzfy,en,Web,0,basic,20140205071522,2014-02-05,1289848.0
50177,direct,direct,29.0,US,2014-06-20,2014-10-23,untracked,Chrome,Windows Desktop,,kb9glcw8y8,en,Web,0,basic,20140620163414,2014-06-20,1460235.0
50179,direct,direct,19.0,PT,2014-06-25,2014-06-26,untracked,IE,Android Tablet,MALE,kba7p262yt,en,Web,0,basic,20140625181159,2014-06-25,12722423.0
50185,sem-brand,google,26.0,US,2014-04-24,2014-04-25,omg,Chrome,Mac Desktop,MALE,kbct2uq2bn,en,Web,0,basic,20140424065805,2014-04-24,2027536.0
50186,direct,direct,46.0,other,2014-03-28,2014-03-29,untracked,IE,Windows Desktop,MALE,kbdexfb18o,en,Web,0,basic,20140328231647,2014-03-28,485223.0
50190,seo,google,19.0,ES,2014-01-30,2014-01-31,linked,Chrome,Windows Desktop,,kbfpizhhvg,en,Web,0,basic,20140130021257,2014-01-30,1010221.0
50192,direct,direct,35.0,US,2014-05-13,2014-05-19,untracked,-unknown-,Android Phone,MALE,kbg2p6mxvk,en,Web,0,facebook,20140513142413,2014-05-13,349595.0
50199,direct,direct,32.0,US,2014-05-09,2014-05-09,untracked,Chrome,Mac Desktop,FEMALE,kbk5juipip,en,Web,0,facebook,20140509221235,2014-05-09,3422716.0
50200,direct,direct,60.0,US,2014-05-05,2014-05-06,untracked,Chrome,Windows Desktop,FEMALE,kbkqumfba2,en,Web,0,basic,20140505220257,2014-05-05,889791.0
50201,direct,direct,35.0,US,2014-05-11,2014-05-16,untracked,-unknown-,iPad,MALE,kbm64a4hvu,en,iOS,25,facebook,20140511080909,2014-05-11,1952171.0
50207,direct,direct,42.0,other,2014-03-30,2014-06-09,omg,Chrome,Windows Desktop,MALE,kbpfevg6xe,en,Web,0,basic,20140330042853,2014-03-30,2544143.0
50211,direct,direct,44.0,US,2014-05-30,2014-12-16,untracked,-unknown-,Other/Unknown,MALE,kbqqg48qm7,en,Android,23,basic,20140530155512,2014-05-30,480711.0
50217,direct,direct,28.0,GB,2014-04-08,2014-04-09,untracked,Safari,Mac Desktop,MALE,kbrirxfcpc,en,Web,0,basic,20140408180125,2014-04-08,4491951.0
50218,direct,direct,28.0,US,2014-04-26,2014-12-26,untracked,-unknown-,Other/Unknown,,kbsj0mupp7,en,Android,12,google,20140426195904,2014-04-26,162543.0
50219,direct,direct,31.0,US,2014-02-04,2014-06-13,untracked,Safari,Mac Desktop,FEMALE,kbsxrwwvek,en,Web,0,facebook,20140204041811,2014-02-04,261260.0
50224,direct,direct,42.0,other,2014-03-04,2014-03-05,untracked,Mobile Safari,iPad,MALE,kbxbypps5h,en,Web,0,facebook,20140304175400,2014-03-04,2639027.0
50227,direct,direct,26.0,US,2014-06-25,2014-07-10,untracked,-unknown-,iPhone,MALE,kbxu1vabgz,en,iOS,25,facebook,20140625032757,2014-06-25,315851.0
50236,direct,direct,25.0,FR,2014-05-29,2015-05-10,untracked,Chrome,Windows Desktop,FEMALE,kc1pyy0ow3,en,Web,0,basic,20140529214939,2014-05-29,100000.0
50239,direct,direct,50.0,US,2014-02-19,2014-04-18,untracked,Safari,Mac Desktop,MALE,kc2mbdxgvl,en,Web,0,basic,20140219234348,2014-02-19,915103.0
50243,direct,direct,26.0,other,2014-05-28,2014-05-29,untracked,Safari,Mac Desktop,MALE,kc3fp0gchu,en,Web,0,basic,20140528224818,2014-05-28,2531172.0
50245,direct,direct,30.0,US,2014-06-16,2014-08-06,untracked,Chrome,Mac Desktop,,kc3ozdnqae,en,Web,0,basic,20140616045340,2014-06-16,310771.0
50247,direct,direct,29.0,US,2014-02-27,2014-03-01,untracked,IE,Windows Desktop,,kc44v08uba,en,Web,0,basic,20140227225948,2014-02-27,38460.0
50251,direct,direct,28.0,US,2014-02-22,2014-03-08,linked,Firefox,Windows Desktop,FEMALE,kc5ufypo1z,en,Web,0,basic,20140222083629,2014-02-22,647395.0
50262,api,other,34.0,FR,2014-03-28,2014-03-31,untracked,Mobile Safari,iPad,MALE,kcebntckst,en,iOS,12,facebook,20140328193432,2014-03-28,167.0
50268,sem-non-brand,bing,48.0,US,2014-02-03,2014-02-03,omg,Safari,Mac Desktop,FEMALE,kcir9qa2ey,en,Web,0,basic,20140203054742,2014-02-03,265468.0
50274,direct,direct,27.0,other,2014-05-16,2014-05-19,untracked,Chrome,Windows Desktop,FEMALE,kckwi55l20,en,Web,0,basic,20140516181552,2014-05-16,513714.0
50275,sem-brand,google,48.0,US,2014-06-04,2014-06-04,omg,Safari,Mac Desktop,FEMALE,kclepw8mq7,en,Web,0,facebook,20140604013505,2014-06-04,1724826.0
50279,direct,direct,32.0,US,2014-01-09,2014-01-16,linked,Chrome,Windows Desktop,MALE,kcls826jol,en,Web,0,basic,20140109235505,2014-01-09,1664165.0
50292,direct,direct,35.0,US,2014-01-07,2014-01-12,untracked,Safari,Mac Desktop,FEMALE,kct8gzdwh7,en,Web,0,facebook,20140107025639,2014-01-07,557083.0
50297,sem-brand,google,24.0,US,2014-04-30,2015-03-06,omg,Chrome,Mac Desktop,,kctuwd39vt,en,Web,0,basic,20140430162820,2014-04-30,697586.0
50305,sem-brand,google,25.0,US,2014-04-30,2014-04-30,omg,Chrome,Mac Desktop,MALE,kcwbosorny,en,Web,0,facebook,20140430012200,2014-04-30,2757167.0
50310,seo,google,32.0,IT,2014-06-06,2014-06-06,untracked,-unknown-,iPhone,FEMALE,kcyjo7x7pn,es,Web,0,basic,20140606181615,2014-06-06,4689532.0
50313,direct,direct,34.0,US,2014-02-27,2014-03-06,untracked,Safari,Mac Desktop,FEMALE,kd0ksbd5aq,en,Web,0,facebook,20140227205816,2014-02-27,610162.0
50318,direct,direct,25.0,US,2014-04-07,2014-04-07,untracked,IE,Windows Desktop,MALE,kd3oykrsi6,en,Web,0,facebook,20140407175310,2014-04-07,2849266.0
50321,direct,direct,53.0,US,2014-06-24,2014-11-14,untracked,Chrome,Windows Desktop,MALE,kd4sll1cd7,en,Web,0,basic,20140624191744,2014-06-24,1226501.0
50324,api,other,39.0,US,2014-01-15,2014-07-07,untracked,Chrome,Windows Desktop,MALE,kd6ap58e0e,en,iOS,12,facebook,20140115163616,2014-01-15,234.0
50326,sem-brand,google,24.0,US,2014-01-10,2014-06-02,omg,Chrome,Mac Desktop,,kd72ttj5iz,en,Web,0,basic,20140110201909,2014-01-10,932461.0
50328,direct,direct,42.0,US,2014-06-21,2014-06-21,omg,Safari,Mac Desktop,FEMALE,kd9nss763b,en,Web,0,basic,20140621155906,2014-06-21,1913887.0
50329,direct,direct,53.0,US,2014-01-13,2014-01-17,untracked,Chrome,Windows Desktop,FEMALE,kd9xgwd9qt,en,Web,0,basic,20140113013445,2014-01-13,2437988.0
50331,sem-brand,google,25.0,US,2014-05-01,2014-05-05,untracked,Chrome,Desktop (Other),,kdas39k4oo,en,Web,0,basic,20140501043502,2014-05-01,3003157.0
50337,direct,direct,46.0,US,2014-06-06,2014-06-07,untracked,Chrome,Windows Desktop,,kdfabr3vf5,en,Web,0,basic,20140606040814,2014-06-06,3570988.0
50339,direct,direct,36.0,US,2014-04-14,2014-08-27,tracked-other,IE,Windows Desktop,MALE,kdfkojbejw,en,Web,0,facebook,20140414214119,2014-04-14,666.0
50341,direct,direct,27.0,US,2014-03-28,2014-04-04,linked,Chrome,Mac Desktop,FEMALE,kdgpjzohjb,en,Web,0,facebook,20140328230806,2014-03-28,40594.0
50343,direct,direct,25.0,US,2014-02-26,2014-06-08,untracked,-unknown-,Other/Unknown,,kdhw5b2ths,en,Android,23,basic,20140226064256,2014-02-26,3485370.0
50358,direct,direct,24.0,FR,2014-06-04,2014-06-13,untracked,-unknown-,iPhone,FEMALE,kdqu4ek49c,en,iOS,25,facebook,20140604231451,2014-06-04,867334.0
50362,sem-brand,google,29.0,US,2014-02-07,2014-03-15,omg,Chrome,Mac Desktop,MALE,kds8o5qptl,en,Web,0,basic,20140207072302,2014-02-07,2696384.0
50363,sem-non-brand,google,46.0,FR,2014-01-10,2014-01-10,omg,Mobile Safari,iPad,MALE,kdsatkwc39,de,Web,0,facebook,20140110185315,2014-01-10,141485.0
50364,sem-brand,google,43.0,US,2014-04-22,2015-04-10,omg,Safari,Mac Desktop,FEMALE,kdtf2ybl8p,en,Web,0,basic,20140422224731,2014-04-22,1393.0
50366,api,other,33.0,US,2014-02-03,2014-04-11,tracked-other,Chrome,Mac Desktop,MALE,kdtgw86gmc,en,iOS,12,facebook,20140203182013,2014-02-03,275.0
50367,direct,direct,27.0,US,2014-02-08,2014-02-16,linked,Chrome,Windows Desktop,MALE,kdu7c1cn8c,en,Web,0,basic,20140208071702,2014-02-08,51866.0
50372,direct,direct,29.0,other,2014-05-03,2014-05-03,omg,Safari,Mac Desktop,,kdyavvurcb,en,Web,0,basic,20140503004725,2014-05-03,3313517.0
50374,direct,direct,36.0,US,2014-03-30,2014-04-09,untracked,Mobile Safari,iPhone,FEMALE,kdzg9q40xf,en,iOS,25,basic,20140330023529,2014-03-30,275868.0
50378,direct,direct,31.0,US,2014-03-11,2014-03-11,untracked,Firefox,Windows Desktop,MALE,ke0fc8fpzf,en,Web,0,facebook,20140311170505,2014-03-11,1929472.0
50379,sem-brand,google,30.0,US,2014-04-18,2015-01-30,omg,Safari,Mac Desktop,FEMALE,ke0qy9krir,en,Web,0,facebook,20140418233704,2014-04-18,48662.0
50387,sem-non-brand,vast,34.0,US,2014-01-12,2014-01-13,untracked,Firefox,Mac Desktop,,ke62xabo0u,en,Web,0,basic,20140112065609,2014-01-12,400666.0
50393,api,other,20.0,US,2014-01-09,2014-01-15,linked,Chrome,Windows Desktop,MALE,ke8lofgfqa,en,iOS,12,facebook,20140109052810,2014-01-09,215862.0
50405,direct,direct,23.0,US,2014-02-03,2014-05-06,untracked,Chrome,Mac Desktop,FEMALE,kees9u1lry,en,Web,0,basic,20140203202937,2014-02-03,1918458.0
50409,sem-brand,google,29.0,US,2014-04-16,2014-04-16,untracked,Safari,Mac Desktop,,kehaezpu3y,en,Web,0,basic,20140416170257,2014-04-16,1419927.0
50411,direct,direct,39.0,FR,2014-01-02,2014-01-02,untracked,IE,Windows Desktop,FEMALE,kei2swdk7n,en,Web,0,basic,20140102195234,2014-01-02,714522.0
50416,sem-brand,google,21.0,US,2014-03-30,2015-02-09,omg,Chrome,Windows Desktop,,kejmy7gn0b,en,Web,0,basic,20140330214642,2014-03-30,190921.0
50417,direct,direct,24.0,US,2014-06-14,2015-04-22,linked,Mobile Safari,iPhone,MALE,kejuu9v777,en,Moweb,24,basic,20140614060106,2014-06-14,863258.0
50422,api,other,37.0,US,2014-01-20,2014-02-02,untracked,Safari,Mac Desktop,MALE,kem8gn5hym,en,iOS,12,facebook,20140120181939,2014-01-20,187.0
50427,sem-brand,google,41.0,other,2014-04-21,2014-04-21,omg,Chrome,Windows Desktop,,ken2ftz2ep,en,Web,0,basic,20140421041336,2014-04-21,832477.0
50430,sem-brand,bing,48.0,other,2014-06-01,2014-06-01,untracked,Safari,Mac Desktop,MALE,keogrngl6y,en,Web,0,basic,20140601180221,2014-06-01,1608247.0
50434,direct,direct,27.0,other,2014-06-22,2014-07-13,untracked,Chrome Mobile,iPhone,MALE,keplwzp7i7,en,iOS,25,facebook,20140622203427,2014-06-22,1238068.0
50436,sem-brand,google,44.0,US,2014-02-08,2014-02-09,omg,Mobile Safari,iPad,,keq5wpi8sf,en,Web,0,facebook,20140208034726,2014-02-08,185555.0
50437,direct,direct,61.0,US,2014-02-17,2014-08-31,omg,Safari,Mac Desktop,FEMALE,ker2ji100c,en,Web,0,facebook,20140217042000,2014-02-17,738726.0
50441,direct,direct,32.0,NL,2014-02-20,2014-02-23,untracked,Mobile Safari,iPad,FEMALE,kesbq13qxu,sv,Web,0,basic,20140220050945,2014-02-20,3480761.0
50442,direct,direct,28.0,US,2014-03-20,2014-07-10,untracked,Mobile Safari,iPad,FEMALE,kesxac34p6,en,Web,0,facebook,20140320200031,2014-03-20,620611.0
50443,direct,direct,29.0,US,2014-03-27,2014-07-31,untracked,Chrome,Mac Desktop,,ket624linv,en,Web,0,basic,20140327034704,2014-03-27,564369.0
50445,sem-brand,google,33.0,US,2014-02-26,2014-03-02,omg,Firefox,Mac Desktop,FEMALE,kew3q6n4xp,en,Web,0,basic,20140226000240,2014-02-26,627368.0
50465,direct,direct,37.0,US,2014-06-29,2015-06-22,linked,Mobile Safari,iPhone,,kf73fbi34f,en,Moweb,0,basic,20140629111234,2014-06-29,1122816.0
50466,api,other,35.0,US,2014-02-20,2014-02-22,untracked,Chrome,Mac Desktop,MALE,kf7s4uwckx,en,iOS,12,facebook,20140220101517,2014-02-20,404.0
50472,direct,direct,29.0,US,2014-06-28,2014-07-21,linked,Mobile Safari,iPad,FEMALE,kfbu9qxoyw,en,iOS,25,basic,20140628004314,2014-06-28,989365.0
50474,seo,google,61.0,other,2014-01-12,2014-07-08,linked,Chrome,Windows Desktop,MALE,kfd3n5o0w5,en,Web,0,basic,20140112060857,2014-01-12,3830747.0
50488,direct,direct,30.0,ES,2014-01-17,2014-01-17,product,Chrome,Windows Desktop,,kfk3vp4xg6,en,Web,0,basic,20140117222149,2014-01-17,1949469.0
50492,sem-brand,google,40.0,US,2014-04-06,2014-04-08,linked,Mobile Safari,iPhone,FEMALE,kflcry1w1a,en,Web,0,basic,20140406181825,2014-04-06,385138.0
50497,direct,direct,25.0,other,2014-06-10,2014-06-17,linked,Chrome,Windows Desktop,FEMALE,kfpvvtkozj,en,Web,0,basic,20140610085508,2014-06-10,3445156.0
50500,seo,google,35.0,US,2014-03-02,2014-03-02,linked,Chrome,Mac Desktop,,kfq0t68l3s,en,Web,0,basic,20140302074259,2014-03-02,138313.0
50502,direct,direct,34.0,GB,2014-02-24,2014-02-24,untracked,Chrome,Windows Desktop,,kfqv6st0q7,en,Web,0,basic,20140224155753,2014-02-24,1617758.0
50505,direct,direct,42.0,US,2014-01-23,2014-01-29,untracked,Chrome,Windows Desktop,FEMALE,kfswi8tmh7,en,Web,0,basic,20140123205922,2014-01-23,1570156.0
50506,direct,direct,27.0,other,2014-06-25,2014-07-03,untracked,Mobile Safari,iPhone,FEMALE,kftpjipets,en,iOS,25,basic,20140625170617,2014-06-25,2410.0
50508,content,google,48.0,other,2014-02-25,2014-03-07,omg,Mobile Safari,iPad,MALE,kfuj1qbifk,en,Web,0,basic,20140225053827,2014-02-25,2680027.0
50513,direct,direct,29.0,US,2014-01-14,2014-01-17,product,Chrome,Windows Desktop,MALE,kfwghz14ta,en,Web,0,basic,20140114185756,2014-01-14,8165922.0
50514,direct,direct,19.0,US,2014-05-26,2014-06-03,untracked,Chrome,Windows Desktop,FEMALE,kfwl77u5md,zh,Web,8,basic,20140526210251,2014-05-26,628151.0
50515,sem-brand,google,28.0,US,2014-05-22,2014-05-22,omg,IE,Windows Desktop,MALE,kfx2xsc47b,en,Web,0,basic,20140522151742,2014-05-22,172597.0
50522,direct,direct,31.0,FR,2014-02-06,2014-02-06,linked,Chrome,Windows Desktop,FEMALE,kg2867urri,en,Web,0,basic,20140206023724,2014-02-06,4835455.0
50524,direct,direct,31.0,US,2014-03-04,2014-03-04,untracked,Safari,Mac Desktop,FEMALE,kg39ini91d,en,Web,0,facebook,20140304025413,2014-03-04,3222677.0
50540,direct,direct,19.0,IT,2014-04-29,2014-05-20,untracked,Chrome,Mac Desktop,MALE,kg7xmu7b26,en,Web,0,basic,20140429210118,2014-04-29,824187.0
50543,seo,google,25.0,US,2014-03-01,2014-07-13,linked,Chrome,Mac Desktop,,kga1jrvvos,en,Web,0,basic,20140301190141,2014-03-01,3124491.0
50547,direct,direct,33.0,US,2014-03-11,2014-03-13,untracked,Mobile Safari,iPhone,MALE,kgcv811ug1,en,Moweb,24,basic,20140311065940,2014-03-11,1429923.0
50551,api,other,31.0,US,2014-02-17,2014-05-30,untracked,-unknown-,iPhone,MALE,kggqcliemy,en,iOS,12,facebook,20140217002652,2014-02-17,241.0
50552,direct,direct,38.0,US,2014-05-08,2014-06-24,untracked,Firefox,Windows Desktop,FEMALE,kghqqktl8z,en,Web,0,basic,20140508193030,2014-05-08,1860098.0
50556,sem-brand,google,57.0,US,2014-05-10,2015-04-07,omg,Safari,Mac Desktop,FEMALE,kgk2cq8725,en,Web,0,basic,20140510203246,2014-05-10,1184827.0
50558,sem-non-brand,google,47.0,US,2014-06-02,2014-10-08,omg,Safari,Mac Desktop,FEMALE,kgk930usnk,en,Web,0,basic,20140602095701,2014-06-02,107205.0
50559,direct,direct,38.0,US,2014-01-15,2014-01-16,untracked,Mobile Safari,iPhone,,kgkottg81e,en,iOS,25,basic,20140115054628,2014-01-15,48761.0
50564,seo,google,43.0,US,2014-02-19,2014-02-21,linked,Chrome,Windows Desktop,MALE,kgnspzo0et,en,Web,0,basic,20140219111733,2014-02-19,2595748.0
50574,direct,direct,28.0,US,2014-02-06,2015-01-26,linked,Firefox,Windows Desktop,,kgvxtlmqna,en,Web,0,basic,20140206051724,2014-02-06,1413710.0
